report_date,google_campaign_id,campaign_id_crm_ref,campaign_name,ad_objective,device_type,country,impressions,clicks,ctr_pct,avg_cpc_eur,conversions,conv_rate_pct,spend_eur,revenue_eur,roas,quality_score,_load_ts,_source_system
2025-08-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2838,106,3.73,0.55,5,4.7,58.3,3614.05,61.99,7,2026-05-01T06:30:00,google_ads_api
2025-08-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1613,54,3.35,0.56,3,4.76,30.24,633.12,20.94,7,2026-05-01T06:30:00,google_ads_api
2025-08-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7343,269,3.67,0.51,12,4.51,137.19,6074.31,44.28,7,2026-05-01T06:30:00,google_ads_api
2025-08-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2904,128,4.42,0.49,7,5.11,62.72,4832.52,77.05,8,2026-05-01T06:30:00,google_ads_api
2025-08-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1570,56,3.57,0.47,3,4.87,26.32,2542.88,96.61,7,2026-05-01T06:30:00,google_ads_api
2025-08-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,2041,58,2.82,0.52,3,4.76,30.16,2050.84,68.0,6,2026-05-01T06:30:00,google_ads_api
2025-08-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,668,21,3.19,0.56,1,4.45,11.76,638.58,54.3,7,2026-05-01T06:30:00,google_ads_api
2025-08-29,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,392,12,3.17,0.51,1,4.92,6.12,886.78,144.9,7,2026-05-01T06:30:00,google_ads_api
2025-08-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,9648,372,3.86,0.59,20,5.32,219.48,15897.08,72.43,7,2026-05-01T06:30:00,google_ads_api
2025-08-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3089,112,3.61,0.61,5,4.74,68.32,3357.52,49.14,7,2026-05-01T06:30:00,google_ads_api
2025-08-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1737,66,3.79,0.52,3,5.2,34.32,933.3,27.19,7,2026-05-01T06:30:00,google_ads_api
2025-08-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7062,266,3.77,0.48,14,5.28,127.68,7481.39,58.59,7,2026-05-01T06:30:00,google_ads_api
2025-08-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2611,99,3.8,0.49,4,4.51,48.51,2506.63,51.67,7,2026-05-01T06:30:00,google_ads_api
2025-08-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1670,72,4.32,0.45,4,5.63,32.4,2987.57,92.21,8,2026-05-01T06:30:00,google_ads_api
2025-08-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1861,56,3.01,0.57,2,4.1,31.92,1038.52,32.54,7,2026-05-01T06:30:00,google_ads_api
2025-08-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,600,16,2.65,0.59,1,4.76,9.44,409.25,43.35,6,2026-05-01T06:30:00,google_ads_api
2025-08-30,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,394,12,3.03,0.53,1,4.61,6.36,270.22,42.49,7,2026-05-01T06:30:00,google_ads_api
2025-08-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,9513,341,3.58,0.6,14,4.21,204.6,10247.55,50.09,7,2026-05-01T06:30:00,google_ads_api
2025-08-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2920,105,3.6,0.56,5,4.89,58.8,2539.91,43.2,7,2026-05-01T06:30:00,google_ads_api
2025-08-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1689,57,3.38,0.61,3,4.85,34.77,1610.96,46.33,7,2026-05-01T06:30:00,google_ads_api
2025-08-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7248,276,3.81,0.51,13,4.82,140.76,9046.1,64.27,7,2026-05-01T06:30:00,google_ads_api
2025-08-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2635,101,3.82,0.49,5,5.34,49.49,2647.63,53.5,7,2026-05-01T06:30:00,google_ads_api
2025-08-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1500,58,3.84,0.5,3,4.99,29.0,2596.57,89.54,7,2026-05-01T06:30:00,google_ads_api
2025-08-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1894,60,3.19,0.58,3,4.33,34.8,2484.95,71.41,7,2026-05-01T06:30:00,google_ads_api
2025-08-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,604,20,3.28,0.54,1,4.93,10.8,278.79,25.81,7,2026-05-01T06:30:00,google_ads_api
2025-08-31,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,331,10,3.02,0.63,1,5.07,6.3,664.79,105.52,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,7543,291,3.86,0.56,14,4.86,162.96,11216.32,68.83,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3033,109,3.58,0.59,5,4.33,64.31,3865.27,60.1,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1746,64,3.64,0.53,3,5.1,33.92,2579.43,76.04,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7277,291,4.0,0.45,13,4.52,130.95,5717.74,43.66,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2578,109,4.22,0.45,5,4.64,49.05,2868.89,58.49,8,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1609,62,3.88,0.52,3,4.69,32.24,918.46,28.49,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1909,57,2.98,0.55,3,5.31,31.35,637.07,20.32,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,633,20,3.14,0.61,1,5.06,12.2,540.19,44.28,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,358,11,3.19,0.57,1,4.91,6.27,657.53,104.87,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,7970,254,3.19,0.57,13,5.22,144.78,10872.66,75.1,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2858,90,3.16,0.52,4,4.23,46.8,1397.53,29.86,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1734,65,3.72,0.56,3,5.34,36.4,1231.22,33.82,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7089,267,3.76,0.55,14,5.09,146.85,7156.97,48.74,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2556,96,3.77,0.52,5,5.33,49.92,2711.99,54.33,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1545,67,4.31,0.48,3,4.73,32.16,1767.54,54.96,8,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1797,54,3.01,0.57,3,5.35,30.78,1055.18,34.28,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,642,18,2.87,0.51,1,5.03,9.18,523.04,56.98,6,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,314,10,3.19,0.51,0,4.51,5.1,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,8326,301,3.61,0.52,12,4.02,156.52,8697.52,55.57,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,3000,104,3.45,0.54,5,5.07,56.16,1117.05,19.89,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1610,59,3.65,0.57,3,4.63,33.63,1259.01,37.44,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,6245,274,4.39,0.52,11,4.18,142.48,5011.77,35.18,8,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2546,95,3.75,0.53,4,4.73,50.35,2439.06,48.44,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1374,57,4.17,0.46,3,4.9,26.22,1499.72,57.2,8,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1872,54,2.86,0.55,3,4.9,29.7,1707.1,57.48,6,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,548,16,2.95,0.52,1,4.6,8.32,576.83,69.33,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,312,8,2.66,0.6,0,4.69,4.8,0.0,0.0,6,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,8250,295,3.57,0.53,12,4.07,156.35,7470.25,47.78,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2898,96,3.32,0.54,4,4.65,51.84,2520.56,48.62,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1522,57,3.77,0.54,3,5.78,30.78,2095.76,68.09,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,7173,281,3.92,0.54,14,5.04,151.74,12116.8,79.85,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2157,96,4.45,0.53,4,4.24,50.88,3525.5,69.29,8,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1414,59,4.16,0.52,3,5.76,30.68,1079.49,35.19,8,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1557,47,3.05,0.57,2,5.14,26.79,614.71,22.95,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,592,18,2.97,0.55,1,5.32,9.9,864.01,87.27,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,337,9,2.77,0.6,0,5.48,5.4,0.0,0.0,6,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,DE,7928,296,3.73,0.57,12,4.16,168.72,8814.13,52.24,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,AT,2475,95,3.85,0.6,4,4.11,57.0,2682.21,47.06,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,desktop,CH,1682,63,3.73,0.54,3,4.61,34.02,1981.12,58.23,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,DE,6284,231,3.67,0.54,10,4.49,124.74,6099.07,48.89,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,AT,2395,97,4.05,0.46,5,5.09,44.62,2166.01,48.54,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,mobile,CH,1357,52,3.82,0.53,3,5.86,27.56,1548.16,56.17,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,DE,1473,45,3.05,0.55,2,4.49,24.75,700.68,28.31,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,AT,514,16,3.18,0.62,1,4.35,9.92,276.56,27.88,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-578010,CMP-3003,Back-to-School – Laptops & Tablets,CONVERSIONS,tablet,CH,281,9,3.15,0.61,0,5.18,5.49,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,DE,10276,185,1.8,0.72,7,4.02,133.2,4107.82,30.84,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,AT,3600,74,2.05,0.75,3,4.46,55.5,2358.75,42.5,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,CH,2167,44,2.04,0.8,2,5.03,35.2,1656.93,47.07,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,DE,9801,253,2.58,0.73,10,3.92,184.69,3160.69,17.11,8,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,AT,3383,74,2.2,0.66,3,4.25,48.84,1279.65,26.2,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,CH,2012,52,2.56,0.69,2,4.1,35.88,1158.38,32.28,8,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,DE,2361,36,1.52,0.79,1,3.59,28.44,744.4,26.17,6,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,AT,801,14,1.71,0.84,1,4.2,11.76,207.4,17.64,7,2026-05-01T06:30:00,google_ads_api
2025-09-01,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,CH,418,7,1.79,0.88,0,4.55,6.16,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,DE,10390,193,1.86,0.71,8,4.35,137.03,3957.98,28.88,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,AT,3533,77,2.19,0.74,3,4.39,56.98,797.0,13.99,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,CH,1906,37,1.92,0.8,2,4.67,29.6,1185.28,40.04,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,DE,9544,201,2.11,0.71,8,4.08,142.71,1850.41,12.97,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,AT,3413,83,2.43,0.67,3,4.08,55.61,1289.86,23.19,8,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,CH,1788,43,2.4,0.64,2,4.6,27.52,1258.02,45.71,8,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,DE,2129,35,1.65,0.84,2,4.73,29.4,1252.92,42.62,6,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,AT,648,12,1.84,0.85,0,3.9,10.2,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-09-02,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,CH,444,8,1.81,0.71,0,4.62,5.68,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,DE,10269,217,2.11,0.88,8,3.73,190.96,4123.52,21.59,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,AT,3211,66,2.06,0.78,3,4.52,51.48,1805.12,35.06,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,CH,1972,45,2.27,0.78,2,4.14,35.1,1736.28,49.47,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,DE,9290,200,2.15,0.77,10,4.8,154.0,2468.89,16.03,7,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,AT,2970,76,2.56,0.75,3,4.51,57.0,1315.95,23.09,8,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,CH,1718,43,2.5,0.64,2,4.14,27.52,1199.94,43.6,8,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,DE,2480,38,1.53,0.79,2,4.48,30.02,1509.73,50.29,6,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,AT,759,12,1.58,0.82,1,4.65,9.84,339.29,34.48,6,2026-05-01T06:30:00,google_ads_api
2025-09-03,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,CH,503,9,1.74,0.85,0,5.0,7.65,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,DE,11913,250,2.1,0.77,9,3.59,192.5,3307.67,17.18,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,AT,3998,88,2.2,0.77,4,4.19,67.76,1510.42,22.29,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,CH,2233,48,2.16,0.73,2,4.93,35.04,1626.51,46.42,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,DE,10165,226,2.22,0.74,11,4.74,167.24,3359.17,20.09,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,AT,3281,71,2.16,0.68,3,4.31,48.28,2598.18,53.81,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,CH,1958,45,2.32,0.77,2,4.75,34.65,874.42,25.24,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,DE,2434,43,1.77,0.87,2,3.71,37.41,514.02,13.74,7,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,AT,770,12,1.53,0.78,0,3.63,9.36,0.0,0.0,6,2026-05-01T06:30:00,google_ads_api
2025-09-04,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,CH,404,7,1.76,0.76,0,4.05,5.32,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,DE,10850,212,1.95,0.76,10,4.81,161.12,7664.06,47.57,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,AT,4042,84,2.09,0.75,4,4.33,63.0,2055.01,32.62,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,CH,2272,42,1.84,0.84,2,4.72,35.28,965.2,27.36,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,DE,9702,236,2.43,0.63,11,4.67,148.68,4354.58,29.29,8,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,AT,3152,81,2.58,0.73,4,4.42,59.13,2443.94,41.33,8,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,CH,2067,50,2.43,0.66,2,4.88,33.0,512.04,15.52,8,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,DE,2489,46,1.83,0.75,2,3.64,34.5,769.88,22.32,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,AT,848,16,1.83,0.79,1,4.5,12.64,838.69,66.35,7,2026-05-01T06:30:00,google_ads_api
2025-09-05,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,CH,524,10,1.89,0.86,0,4.31,8.6,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-09-06,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,DE,9952,204,2.05,0.86,10,4.72,175.44,6106.54,34.81,7,2026-05-01T06:30:00,google_ads_api
2025-09-06,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,AT,4065,92,2.27,0.75,4,4.51,69.0,1127.79,16.34,7,2026-05-01T06:30:00,google_ads_api
2025-09-06,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,CH,2045,40,1.95,0.77,2,3.97,30.8,805.31,26.15,7,2026-05-01T06:30:00,google_ads_api
2025-09-06,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,DE,9951,230,2.31,0.71,11,4.57,163.3,9432.59,57.76,7,2026-05-01T06:30:00,google_ads_api
2025-09-06,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,AT,3659,90,2.46,0.7,4,3.97,63.0,3129.47,49.67,8,2026-05-01T06:30:00,google_ads_api
2025-09-06,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,mobile,CH,1796,37,2.08,0.71,2,5.27,26.27,949.09,36.13,7,2026-05-01T06:30:00,google_ads_api
2025-09-06,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,DE,2613,44,1.67,0.77,2,4.44,33.88,877.99,25.91,6,2026-05-01T06:30:00,google_ads_api
2025-09-06,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,AT,733,13,1.75,0.74,1,4.16,9.62,678.19,70.5,7,2026-05-01T06:30:00,google_ads_api
2025-09-06,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,tablet,CH,440,8,1.73,0.88,0,4.32,7.04,0.0,0.0,7,2026-05-01T06:30:00,google_ads_api
2025-09-07,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,DE,10759,193,1.79,0.88,8,4.23,169.84,3729.26,21.96,7,2026-05-01T06:30:00,google_ads_api
2025-09-07,GGL-532768,CMP-3004,iPhone 16 Launch – Trade-In Aktion,CONVERSIONS,desktop,AT,4306,93,2.15,0.79,3,3.6,73.47,2119.49,28.85,7,2026-05-01T06:30:00,google_ads_api
