report_date,meta_campaign_id,campaign_id_crm_ref,campaign_name,ad_objective,placement,country,impressions,reach,frequency,clicks,ctr_pct,avg_cpc_eur,cpm_eur,conversions,conv_rate_pct,spend_eur,revenue_eur,roas,_load_ts,_source_system
2025-06-19,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2350,1679,1.4,67,2.86,1.16,33.07,3,4.91,77.72,1699.1,21.86,2026-05-01T06:30:00,meta_marketing_api
2025-06-19,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1342,1154,1.16,38,2.81,1.05,29.73,2,6.23,39.9,537.04,13.46,2026-05-01T06:30:00,meta_marketing_api
2025-06-19,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,4878,3933,1.24,109,2.24,1.17,26.14,7,5.99,127.53,3615.99,28.35,2026-05-01T06:30:00,meta_marketing_api
2025-06-19,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1394,1183,1.18,30,2.14,1.24,26.69,2,6.15,37.2,923.94,24.84,2026-05-01T06:30:00,meta_marketing_api
2025-06-19,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,917,645,1.42,22,2.35,1.18,28.31,1,6.24,25.96,465.04,17.91,2026-05-01T06:30:00,meta_marketing_api
2025-06-19,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2191,1482,1.48,39,1.8,1.23,21.89,3,6.5,47.97,561.96,11.71,2026-05-01T06:30:00,meta_marketing_api
2025-06-19,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,782,573,1.36,15,1.92,1.28,24.55,1,5.27,19.2,266.31,13.87,2026-05-01T06:30:00,meta_marketing_api
2025-06-19,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,455,289,1.57,9,1.95,1.32,26.11,1,5.76,11.88,246.59,20.76,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,10535,8301,1.27,241,2.29,1.32,30.2,12,5.17,318.12,2056.91,6.47,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,AT,3419,2696,1.27,84,2.47,1.25,30.71,5,5.41,105.0,1182.53,11.26,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,CH,1796,1309,1.37,39,2.19,1.31,28.45,3,6.6,51.09,1090.42,21.34,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,DE,6549,5619,1.17,174,2.66,1.13,30.02,11,6.5,196.62,6342.34,32.26,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2299,1639,1.4,64,2.8,1.2,33.41,3,4.93,76.8,1304.69,16.99,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1163,797,1.46,31,2.63,1.12,29.85,2,6.12,34.72,1194.18,34.39,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,4230,3639,1.16,102,2.4,1.3,31.35,6,6.06,132.6,2106.26,15.88,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1549,1149,1.35,38,2.43,1.4,34.34,2,6.17,53.2,321.32,6.04,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,871,664,1.31,19,2.14,1.19,25.96,1,6.58,22.61,459.87,20.34,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2093,1479,1.42,42,2.01,1.37,27.49,2,5.14,57.54,1311.48,22.79,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,737,594,1.24,13,1.74,1.41,24.87,1,5.31,18.33,616.6,33.64,2026-05-01T06:30:00,meta_marketing_api
2025-06-20,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,500,429,1.17,10,2.04,1.19,23.8,1,6.53,11.9,774.61,65.09,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,10293,6955,1.48,212,2.06,1.33,27.39,13,6.23,281.96,4090.51,14.51,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,AT,3080,2605,1.18,67,2.19,1.16,25.23,4,5.57,77.72,860.34,11.07,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,CH,2173,1669,1.3,51,2.36,1.16,27.23,3,5.54,59.16,1187.94,20.08,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,DE,6504,4210,1.54,187,2.88,1.15,33.06,10,5.55,215.05,4879.7,22.69,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2206,1614,1.37,66,2.98,1.04,31.12,4,6.56,68.64,1251.51,18.23,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1428,959,1.49,34,2.37,1.19,28.33,2,5.84,40.46,1287.01,31.81,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,4840,3748,1.29,97,2.01,1.32,26.45,6,6.54,128.04,2163.64,16.9,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1688,1121,1.51,36,2.12,1.3,27.73,2,4.97,46.8,1002.3,21.42,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,973,648,1.5,20,2.02,1.15,23.64,1,5.85,23.0,406.78,17.69,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2459,1660,1.48,46,1.86,1.18,22.07,2,5.01,54.28,1382.35,25.47,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,868,641,1.35,16,1.89,1.21,22.3,1,6.56,19.36,780.33,40.31,2026-05-01T06:30:00,meta_marketing_api
2025-06-21,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,469,282,1.66,9,2.02,1.19,22.84,1,7.04,10.71,669.87,62.55,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,8801,5811,1.51,196,2.23,1.15,25.61,11,5.52,225.4,6134.36,27.22,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,AT,3120,1959,1.59,64,2.04,1.2,24.62,3,5.01,76.8,2036.69,26.52,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,CH,1922,1562,1.23,40,2.08,1.36,28.3,2,5.5,54.4,1071.74,19.7,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,DE,6038,3907,1.55,144,2.38,1.1,26.23,8,5.31,158.4,5958.72,37.62,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2219,1353,1.64,54,2.43,1.12,27.26,3,5.96,60.48,2200.25,36.38,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1469,922,1.59,42,2.85,1.05,30.02,3,6.3,44.1,2212.89,50.18,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,4943,2985,1.66,116,2.34,1.33,31.21,7,6.08,154.28,3956.79,25.65,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1695,1055,1.61,37,2.21,1.38,30.12,2,6.39,51.06,1448.65,28.37,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,1018,660,1.54,22,2.12,1.21,26.15,1,5.96,26.62,794.27,29.84,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2524,1875,1.35,51,2.02,1.4,28.29,3,5.08,71.4,1059.6,14.84,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,841,576,1.46,16,1.95,1.42,27.02,1,5.08,22.72,188.08,8.28,2026-05-01T06:30:00,meta_marketing_api
2025-06-22,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,496,374,1.33,8,1.67,1.29,20.81,1,6.29,10.32,271.14,26.27,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,8824,5923,1.49,176,1.99,1.42,28.32,9,5.3,249.92,5556.11,22.23,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,AT,2966,2502,1.19,73,2.46,1.32,32.49,4,5.24,96.36,2076.54,21.55,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,CH,1807,1508,1.2,37,2.05,1.33,27.23,2,6.1,49.21,332.51,6.76,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,DE,7308,6166,1.19,182,2.49,0.99,24.66,10,5.35,180.18,3017.34,16.75,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2370,1922,1.23,59,2.47,1.01,25.14,3,5.67,59.59,737.73,12.38,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1464,1241,1.18,35,2.41,1.08,25.82,2,5.59,37.8,1033.2,27.33,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,5053,3266,1.55,125,2.47,1.19,29.44,8,6.17,148.75,3208.66,21.57,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1691,1063,1.59,40,2.37,1.28,30.28,2,5.58,51.2,446.82,8.73,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,939,806,1.17,22,2.39,1.26,29.52,1,6.78,27.72,238.2,8.59,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2448,1592,1.54,42,1.71,1.25,21.45,2,5.21,52.5,633.57,12.07,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,739,535,1.38,15,2.02,1.15,23.34,1,5.18,17.25,522.69,30.3,2026-05-01T06:30:00,meta_marketing_api
2025-06-23,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,426,337,1.26,9,2.09,1.32,27.89,1,6.02,11.88,165.05,13.89,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,11346,6845,1.66,271,2.39,1.29,30.81,14,5.02,349.59,9191.69,26.29,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,AT,3056,2127,1.44,67,2.2,1.14,24.99,4,6.26,76.38,1274.59,16.69,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,CH,1941,1462,1.33,42,2.18,1.16,25.1,3,6.3,48.72,1974.25,40.52,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,DE,6793,4905,1.38,187,2.75,0.97,26.7,9,4.97,181.39,5182.05,28.57,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2135,1295,1.65,56,2.64,1.04,27.28,3,5.36,58.24,528.66,9.08,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1509,1004,1.5,39,2.57,0.99,25.59,3,7.08,38.61,2210.4,57.25,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,4775,3473,1.37,109,2.28,1.4,31.96,6,5.65,152.6,1436.43,9.41,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1509,916,1.65,37,2.42,1.21,29.67,2,5.83,44.77,314.15,7.02,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,872,707,1.23,17,2.0,1.15,22.42,1,5.74,19.55,732.0,37.44,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2642,1980,1.33,45,1.7,1.15,19.59,3,5.95,51.75,507.47,9.81,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,779,555,1.4,13,1.7,1.32,22.03,1,6.05,17.16,690.75,40.25,2026-05-01T06:30:00,meta_marketing_api
2025-06-24,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,529,388,1.36,9,1.7,1.16,19.74,0,5.54,10.44,0.0,0.0,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,10435,9005,1.16,253,2.42,1.4,33.94,15,5.87,354.2,7672.47,21.66,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,AT,3902,3030,1.29,78,2.01,1.36,27.19,5,6.43,106.08,1577.5,14.87,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,CH,1829,1475,1.24,42,2.29,1.23,28.24,3,5.96,51.66,1785.24,34.56,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,DE,7664,5762,1.33,213,2.78,0.99,27.51,11,5.1,210.87,2538.72,12.04,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2628,2275,1.16,66,2.53,1.14,28.63,4,6.46,75.24,1899.6,25.25,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1446,1056,1.37,38,2.62,1.18,31.01,2,5.51,44.84,468.02,10.44,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,4999,4032,1.24,100,2.01,1.19,23.8,5,4.95,119.0,1057.31,8.88,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1631,1130,1.44,40,2.46,1.41,34.58,2,5.72,56.4,1285.9,22.8,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,867,735,1.18,20,2.32,1.21,27.91,1,6.43,24.2,790.36,32.66,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2748,1884,1.46,52,1.9,1.27,24.03,3,5.17,66.04,715.17,10.83,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,910,732,1.24,15,1.7,1.32,21.76,1,6.47,19.8,568.82,28.73,2026-05-01T06:30:00,meta_marketing_api
2025-06-25,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,452,305,1.48,9,1.92,1.21,24.09,1,6.28,10.89,610.69,56.08,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,10468,9149,1.14,259,2.47,1.39,34.39,15,5.96,360.01,4104.2,11.4,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,AT,3662,2545,1.44,81,2.22,1.15,25.44,5,6.07,93.15,3025.09,32.48,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,CH,1962,1668,1.18,45,2.29,1.26,28.9,3,6.47,56.7,1276.19,22.51,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,DE,7365,6069,1.21,188,2.55,1.1,28.08,10,5.55,206.8,3232.69,15.63,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2471,1655,1.49,67,2.71,1.15,31.18,4,5.44,77.05,2669.77,34.65,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1341,1071,1.25,37,2.74,1.1,30.35,2,6.43,40.7,1159.97,28.5,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,4865,3994,1.22,100,2.05,1.41,28.98,5,5.32,141.0,3566.19,25.29,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1831,1538,1.19,45,2.44,1.32,32.44,3,6.51,59.4,560.22,9.43,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,896,644,1.39,19,2.09,1.18,25.02,1,6.86,22.42,599.25,26.73,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2258,1592,1.42,45,1.98,1.34,26.71,2,5.33,60.3,746.38,12.38,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,946,678,1.4,18,1.85,1.29,24.55,1,6.27,23.22,422.73,18.21,2026-05-01T06:30:00,meta_marketing_api
2025-06-26,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,548,359,1.53,10,1.88,1.22,22.26,1,5.91,12.2,386.0,31.64,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,11206,9046,1.24,273,2.44,1.2,29.23,18,6.51,327.6,12893.77,39.36,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,AT,3994,2490,1.6,81,2.02,1.39,28.19,4,5.47,112.59,1288.94,11.45,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,CH,2391,1657,1.44,55,2.31,1.37,31.51,3,5.69,75.35,1681.96,22.32,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,DE,7133,4878,1.46,207,2.9,1.06,30.76,13,6.21,219.42,6222.89,28.36,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2641,1640,1.61,73,2.76,1.19,32.89,4,5.1,86.87,1310.09,15.08,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1412,1089,1.3,41,2.93,1.04,30.2,3,6.63,42.64,1593.94,37.38,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,5547,4867,1.14,114,2.06,1.2,24.66,6,5.65,136.8,1736.19,12.69,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1890,1461,1.29,46,2.43,1.32,32.13,3,5.53,60.72,2033.37,33.49,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,974,817,1.19,19,2.0,1.18,23.02,1,5.98,22.42,389.58,17.38,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2816,1749,1.61,54,1.91,1.28,24.55,3,6.37,69.12,1559.23,22.56,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,947,806,1.17,16,1.69,1.37,23.15,1,6.54,21.92,512.51,23.38,2026-05-01T06:30:00,meta_marketing_api
2025-06-27,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,474,383,1.24,10,2.12,1.28,27.0,1,5.43,12.8,241.2,18.84,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,10489,7174,1.46,259,2.47,1.29,31.85,16,6.17,334.11,9477.77,28.37,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,AT,4088,3528,1.16,87,2.13,1.42,30.22,5,6.17,123.54,2815.99,22.79,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,CH,2384,1852,1.29,47,1.97,1.35,26.61,3,6.17,63.45,1209.05,19.06,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,DE,7585,5353,1.42,221,2.91,1.03,30.01,13,5.97,227.63,5717.63,25.12,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,AT,2307,1450,1.59,66,2.88,1.16,33.19,4,6.27,76.56,1949.07,25.46,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,stories,CH,1430,1241,1.15,39,2.76,0.97,26.45,2,6.11,37.83,400.78,10.59,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,DE,5480,3960,1.38,118,2.15,1.17,25.19,6,4.9,138.06,1542.29,11.17,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,AT,1511,1214,1.24,31,2.06,1.14,23.39,2,5.6,35.34,630.62,17.84,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,reels,CH,906,775,1.17,20,2.22,1.37,30.24,1,6.43,27.4,501.74,18.31,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,DE,2751,2392,1.15,52,1.9,1.18,22.3,3,5.28,61.36,2254.73,36.75,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,AT,768,545,1.41,13,1.7,1.32,22.34,1,6.18,17.16,341.98,19.93,2026-05-01T06:30:00,meta_marketing_api
2025-06-28,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,marketplace,CH,495,415,1.19,10,1.95,1.32,26.67,1,6.82,13.2,679.37,51.47,2026-05-01T06:30:00,meta_marketing_api
2025-06-29,META-301754,CMP-3002,Gaming-Sommer – Konsolen & Setup,CONVERSIONS,feed,DE,11597,8428,1.38,282,2.43,1.4,34.04,15,5.17,394.8,8561.48,21.69,2026-05-01T06:30:00,meta_marketing_api
