lead_id,contact_id,campaign_id,campaign_name,lead_channel,lead_status,lead_status_previous,lead_score,estimated_value_eur,close_probability,assigned_to,contact_segment,contact_city,contact_country,created_at,status_changed_at,updated_at,_load_ts,_source_system
LED-89798,CON-20269,CMP-3006,Business Loyalty – Premium Club,Email,SQL,Prospect,54,177.59,0.28,j.fischer@technow.de,Churned,Bremen,DE,2025-10-01T16:59:00,2025-10-29T19:43:00,2025-10-29T19:43:00,2026-05-01T06:30:00,crm_salesforce
LED-89501,CON-21178,CMP-3006,Business Loyalty – Premium Club,Email,Customer,Opportunity,71,4223.74,0.93,j.fischer@technow.de,Neukunde,Innsbruck,AT,2025-11-11T15:21:00,2025-11-13T15:51:00,2025-11-13T15:51:00,2026-05-01T06:30:00,crm_salesforce
LED-53468,CON-20801,CMP-3006,Business Loyalty – Premium Club,Email,Customer,SQL,68,498.09,0.98,j.fischer@technow.de,Loyal,Hamburg,DE,2025-10-13T17:43:00,2025-10-24T17:35:00,2025-10-24T17:35:00,2026-05-01T06:30:00,crm_salesforce
LED-21110,CON-20663,CMP-3006,Business Loyalty – Premium Club,Email,Customer,Opportunity,69,1217.8,1.0,j.fischer@technow.de,VIP,Nürnberg,DE,2025-10-23T14:46:00,2025-11-01T15:12:00,2025-11-01T15:12:00,2026-05-01T06:30:00,crm_salesforce
LED-23106,CON-20313,CMP-3006,Business Loyalty – Premium Club,Email,Customer,Opportunity,71,2383.67,0.84,j.fischer@technow.de,Neukunde,Linz,AT,2025-11-08T11:24:00,2025-11-13T12:57:00,2025-11-13T12:57:00,2026-05-01T06:30:00,crm_salesforce
LED-44151,CON-20463,CMP-3006,Business Loyalty – Premium Club,Email,SQL,Prospect,68,1905.65,0.23,j.fischer@technow.de,Churned,Berlin,DE,2025-10-28T17:16:00,2025-11-02T09:17:00,2025-11-02T09:17:00,2026-05-01T06:30:00,crm_salesforce
LED-28177,CON-21257,CMP-3006,Business Loyalty – Premium Club,Email,Opportunity,MQL,76,2464.12,0.42,j.fischer@technow.de,Neukunde,Düsseldorf,DE,2025-10-29T09:31:00,2025-11-04T19:11:00,2025-11-04T19:11:00,2026-05-01T06:30:00,crm_salesforce
LED-84494,CON-20424,CMP-3006,Business Loyalty – Premium Club,Email,MQL,Prospect,46,2869.1,0.13,j.fischer@technow.de,Loyal,Linz,AT,2025-10-07T08:04:00,2025-10-11T15:49:00,2025-10-11T15:49:00,2026-05-01T06:30:00,crm_salesforce
LED-22459,CON-20871,CMP-3006,Business Loyalty – Premium Club,Email,Customer,Opportunity,90,3499.89,0.88,j.fischer@technow.de,Neukunde,Linz,AT,2025-11-14T17:57:00,2025-11-15T07:32:00,2025-11-15T07:32:00,2026-05-01T06:30:00,crm_salesforce
LED-84314,CON-20324,CMP-3006,Business Loyalty – Premium Club,Email,Opportunity,MQL,77,1333.93,0.51,j.fischer@technow.de,At Risk,München,DE,2025-10-31T10:36:00,2025-11-08T18:21:00,2025-11-08T18:21:00,2026-05-01T06:30:00,crm_salesforce
LED-59692,CON-20947,CMP-3006,Business Loyalty – Premium Club,Email,Opportunity,SQL,77,232.95,0.44,j.fischer@technow.de,Loyal,München,DE,2025-10-19T13:11:00,2025-11-05T08:24:00,2025-11-05T08:24:00,2026-05-01T06:30:00,crm_salesforce
LED-45035,CON-20060,CMP-3006,Business Loyalty – Premium Club,Email,SQL,Prospect,67,2639.84,0.28,j.fischer@technow.de,At Risk,Wien,AT,2025-10-29T13:08:00,2025-10-30T13:01:00,2025-10-30T13:01:00,2026-05-01T06:30:00,crm_salesforce
LED-97718,CON-20612,CMP-3006,Business Loyalty – Premium Club,Email,SQL,Prospect,69,1566.73,0.28,j.fischer@technow.de,Neukunde,Linz,AT,2025-10-29T07:02:00,2025-11-08T08:21:00,2025-11-08T08:21:00,2026-05-01T06:30:00,crm_salesforce
LED-25611,CON-20149,CMP-3006,Business Loyalty – Premium Club,Email,Opportunity,SQL,56,557.37,0.41,j.fischer@technow.de,At Risk,Nürnberg,DE,2025-10-05T08:47:00,2025-10-14T22:41:00,2025-10-14T22:41:00,2026-05-01T06:30:00,crm_salesforce
LED-81763,CON-20261,CMP-3006,Business Loyalty – Premium Club,Email,Customer,Opportunity,86,695.35,0.99,j.fischer@technow.de,At Risk,Leipzig,DE,2025-10-20T10:29:00,2025-11-08T12:53:00,2025-11-08T12:53:00,2026-05-01T06:30:00,crm_salesforce
LED-28383,CON-21067,CMP-3006,Business Loyalty – Premium Club,Email,Customer,Opportunity,71,1393.33,0.98,j.fischer@technow.de,VIP,Graz,AT,2025-10-05T13:27:00,2025-10-26T19:20:00,2025-10-26T19:20:00,2026-05-01T06:30:00,crm_salesforce
LED-95493,CON-20276,CMP-3006,Business Loyalty – Premium Club,Email,Customer,SQL,79,3239.39,0.9,j.fischer@technow.de,Aktiv,Wien,AT,2025-10-08T15:09:00,2025-11-03T12:44:00,2025-11-03T12:44:00,2026-05-01T06:30:00,crm_salesforce
LED-92536,CON-20887,CMP-3006,Business Loyalty – Premium Club,Email,SQL,MQL,59,886.96,0.28,j.fischer@technow.de,Aktiv,Hamburg,DE,2025-11-09T19:49:00,2025-11-10T07:56:00,2025-11-10T07:56:00,2026-05-01T06:30:00,crm_salesforce
LED-30580,CON-20738,CMP-3006,Business Loyalty – Premium Club,Email,Prospect,Prospect,34,1402.45,0.05,j.fischer@technow.de,Aktiv,Nürnberg,DE,2025-10-31T11:13:00,2025-11-02T15:33:00,2025-11-02T15:33:00,2026-05-01T06:30:00,crm_salesforce
LED-74005,CON-20691,CMP-3006,Business Loyalty – Premium Club,Email,SQL,MQL,51,2268.51,0.26,j.fischer@technow.de,At Risk,Münster,DE,2025-10-06T16:22:00,2025-11-01T07:35:00,2025-11-01T07:35:00,2026-05-01T06:30:00,crm_salesforce
LED-45153,CON-21338,CMP-3006,Business Loyalty – Premium Club,Email,MQL,Prospect,36,367.56,0.12,j.fischer@technow.de,Loyal,Salzburg,AT,2025-10-14T15:03:00,2025-10-26T10:50:00,2025-10-26T10:50:00,2026-05-01T06:30:00,crm_salesforce
LED-82182,CON-21188,CMP-3006,Business Loyalty – Premium Club,Email,Opportunity,SQL,79,3427.98,0.42,j.fischer@technow.de,At Risk,Bremen,DE,2025-10-28T15:21:00,2025-11-11T08:06:00,2025-11-11T08:06:00,2026-05-01T06:30:00,crm_salesforce
LED-26875,CON-20787,CMP-3006,Business Loyalty – Premium Club,Email,Churned,Customer,86,2845.94,0.02,j.fischer@technow.de,Neukunde,Hamburg,DE,2025-10-16T21:37:00,2025-11-03T17:26:00,2025-11-03T17:26:00,2026-05-01T06:30:00,crm_salesforce
LED-62688,CON-21142,CMP-3006,Business Loyalty – Premium Club,Email,SQL,MQL,62,190.59,0.27,j.fischer@technow.de,At Risk,Dresden,DE,2025-10-13T19:57:00,2025-10-27T09:30:00,2025-10-27T09:30:00,2026-05-01T06:30:00,crm_salesforce
LED-83492,CON-20296,CMP-3006,Business Loyalty – Premium Club,Email,MQL,Prospect,43,5450.43,0.12,j.fischer@technow.de,Churned,Köln,DE,2025-10-25T18:08:00,2025-11-08T13:40:00,2025-11-08T13:40:00,2026-05-01T06:30:00,crm_salesforce
LED-48816,CON-20360,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Customer,Opportunity,74,469.82,0.97,a.mueller@technow.de,Loyal,Wien,AT,2025-11-07T09:26:00,2025-11-11T22:55:00,2025-11-11T22:55:00,2026-05-01T06:30:00,crm_salesforce
LED-97539,CON-20597,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Opportunity,MQL,74,1022.52,0.48,a.mueller@technow.de,Neukunde,Nürnberg,DE,2025-11-07T14:20:00,2025-11-10T14:57:00,2025-11-10T14:57:00,2026-05-01T06:30:00,crm_salesforce
LED-39525,CON-20225,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Customer,Opportunity,93,634.8,0.94,a.mueller@technow.de,Neukunde,Basel,CH,2025-11-10T08:27:00,2025-11-11T22:51:00,2025-11-11T22:51:00,2026-05-01T06:30:00,crm_salesforce
LED-32844,CON-20060,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Opportunity,SQL,58,2615.43,0.44,a.mueller@technow.de,At Risk,Wien,AT,2025-11-07T11:22:00,2025-11-09T14:41:00,2025-11-09T14:41:00,2026-05-01T06:30:00,crm_salesforce
LED-22087,CON-21240,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Opportunity,MQL,81,1804.39,0.48,a.mueller@technow.de,At Risk,Nürnberg,DE,2025-11-06T21:29:00,2025-11-07T19:11:00,2025-11-07T19:11:00,2026-05-01T06:30:00,crm_salesforce
LED-68551,CON-21016,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Customer,Opportunity,89,2791.47,0.9,a.mueller@technow.de,Aktiv,Linz,AT,2025-11-06T16:27:00,2025-11-08T13:50:00,2025-11-08T13:50:00,2026-05-01T06:30:00,crm_salesforce
LED-30611,CON-20108,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Customer,SQL,73,1179.89,0.84,a.mueller@technow.de,Neukunde,Dresden,DE,2025-11-08T21:39:00,2025-11-08T18:23:00,2025-11-08T18:23:00,2026-05-01T06:30:00,crm_salesforce
LED-93241,CON-20500,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Customer,Opportunity,79,1803.94,0.84,a.mueller@technow.de,Churned,Innsbruck,AT,2025-11-09T13:48:00,2025-11-11T14:20:00,2025-11-11T14:20:00,2026-05-01T06:30:00,crm_salesforce
LED-55043,CON-20241,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Customer,SQL,87,358.33,0.91,a.mueller@technow.de,Loyal,Linz,AT,2025-11-09T10:30:00,2025-11-11T16:28:00,2025-11-11T16:28:00,2026-05-01T06:30:00,crm_salesforce
LED-68253,CON-20199,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Customer,Opportunity,71,599.69,0.92,a.mueller@technow.de,Loyal,Frankfurt,DE,2025-11-07T16:04:00,2025-11-07T12:17:00,2025-11-07T12:17:00,2026-05-01T06:30:00,crm_salesforce
LED-39392,CON-20836,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Opportunity,SQL,79,1271.65,0.51,a.mueller@technow.de,Churned,Mannheim,DE,2025-11-10T11:30:00,2025-11-11T20:28:00,2025-11-11T20:28:00,2026-05-01T06:30:00,crm_salesforce
LED-22815,CON-20824,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,SQL,MQL,62,4364.68,0.25,a.mueller@technow.de,Neukunde,Graz,AT,2025-11-08T20:37:00,2025-11-10T17:31:00,2025-11-10T17:31:00,2026-05-01T06:30:00,crm_salesforce
LED-89489,CON-20754,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Customer,SQL,79,394.04,1.0,a.mueller@technow.de,Churned,Stuttgart,DE,2025-11-08T12:50:00,2025-11-10T14:30:00,2025-11-10T14:30:00,2026-05-01T06:30:00,crm_salesforce
LED-57767,CON-20304,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Customer,Opportunity,90,1958.22,1.0,a.mueller@technow.de,Aktiv,Basel,CH,2025-11-10T12:45:00,2025-11-11T12:11:00,2025-11-11T12:11:00,2026-05-01T06:30:00,crm_salesforce
LED-40117,CON-21360,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,SQL,MQL,48,867.6,0.25,a.mueller@technow.de,Neukunde,Hannover,DE,2025-11-08T12:13:00,2025-11-08T17:22:00,2025-11-08T17:22:00,2026-05-01T06:30:00,crm_salesforce
LED-68878,CON-20612,CMP-3007,Singles' Day 11.11. – Mega Deals,Meta Ads,Opportunity,SQL,79,168.08,0.39,a.mueller@technow.de,Neukunde,Linz,AT,2025-11-09T11:29:00,2025-11-10T11:00:00,2025-11-10T11:00:00,2026-05-01T06:30:00,crm_salesforce
LED-48883,CON-20904,CMP-3008,Black Friday & Cyber Monday,Google Ads,Opportunity,SQL,70,901.1,0.41,k.bauer@technow.de,Aktiv,Münster,DE,2025-11-27T15:12:00,2025-11-27T09:34:00,2025-11-27T09:34:00,2026-05-01T06:30:00,crm_salesforce
LED-31452,CON-20592,CMP-3008,Black Friday & Cyber Monday,Google Ads,Churned,Opportunity,92,959.95,0.02,k.bauer@technow.de,Loyal,Hannover,DE,2025-11-24T18:25:00,2025-11-26T20:23:00,2025-11-26T20:23:00,2026-05-01T06:30:00,crm_salesforce
LED-68867,CON-21159,CMP-3008,Black Friday & Cyber Monday,Google Ads,Prospect,Prospect,34,615.64,0.06,k.bauer@technow.de,VIP,Leipzig,DE,2025-11-25T13:46:00,2025-11-28T20:51:00,2025-11-28T20:51:00,2026-05-01T06:30:00,crm_salesforce
LED-57831,CON-21265,CMP-3008,Black Friday & Cyber Monday,Google Ads,SQL,Prospect,62,1372.09,0.26,k.bauer@technow.de,Neukunde,Hamburg,DE,2025-11-26T13:19:00,2025-11-29T17:04:00,2025-11-29T17:04:00,2026-05-01T06:30:00,crm_salesforce
LED-69253,CON-20528,CMP-3008,Black Friday & Cyber Monday,Google Ads,MQL,Prospect,47,444.0,0.12,k.bauer@technow.de,At Risk,Bremen,DE,2025-11-26T13:11:00,2025-11-29T16:35:00,2025-11-29T16:35:00,2026-05-01T06:30:00,crm_salesforce
LED-25535,CON-20851,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,SQL,77,317.98,1.0,k.bauer@technow.de,Aktiv,Stuttgart,DE,2025-11-27T07:50:00,2025-11-27T11:16:00,2025-11-27T11:16:00,2026-05-01T06:30:00,crm_salesforce
LED-81936,CON-20521,CMP-3008,Black Friday & Cyber Monday,Google Ads,MQL,Prospect,51,955.51,0.13,k.bauer@technow.de,Loyal,Hamburg,DE,2025-11-27T07:07:00,2025-11-29T22:04:00,2025-11-29T22:04:00,2026-05-01T06:30:00,crm_salesforce
LED-67416,CON-21026,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,SQL,69,648.36,1.0,k.bauer@technow.de,Churned,Salzburg,AT,2025-11-29T07:54:00,2025-11-30T12:37:00,2025-11-30T12:37:00,2026-05-01T06:30:00,crm_salesforce
LED-39154,CON-21194,CMP-3008,Black Friday & Cyber Monday,Google Ads,Opportunity,SQL,62,281.9,0.43,k.bauer@technow.de,Neukunde,Berlin,DE,2025-11-29T08:18:00,2025-11-30T09:32:00,2025-11-30T09:32:00,2026-05-01T06:30:00,crm_salesforce
LED-44018,CON-20261,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,Opportunity,86,722.63,1.0,k.bauer@technow.de,At Risk,Leipzig,DE,2025-11-28T15:43:00,2025-11-30T10:34:00,2025-11-30T10:34:00,2026-05-01T06:30:00,crm_salesforce
LED-66088,CON-21010,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,Opportunity,75,1317.4,0.95,k.bauer@technow.de,Aktiv,Nürnberg,DE,2025-11-29T12:06:00,2025-11-29T11:32:00,2025-11-29T11:32:00,2026-05-01T06:30:00,crm_salesforce
LED-44696,CON-21305,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,Opportunity,79,651.38,0.84,k.bauer@technow.de,Aktiv,Zürich,CH,2025-11-26T07:30:00,2025-11-28T16:44:00,2025-11-28T16:44:00,2026-05-01T06:30:00,crm_salesforce
LED-38220,CON-20793,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,SQL,72,639.81,1.0,k.bauer@technow.de,Neukunde,Münster,DE,2025-11-27T11:54:00,2025-11-28T14:19:00,2025-11-28T14:19:00,2026-05-01T06:30:00,crm_salesforce
LED-47504,CON-20604,CMP-3008,Black Friday & Cyber Monday,Google Ads,MQL,Prospect,53,554.43,0.13,k.bauer@technow.de,Aktiv,Zürich,CH,2025-11-30T08:12:00,2025-11-30T08:50:00,2025-11-30T08:50:00,2026-05-01T06:30:00,crm_salesforce
LED-87302,CON-21235,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,SQL,74,732.57,0.89,k.bauer@technow.de,Aktiv,Nürnberg,DE,2025-11-24T10:50:00,2025-11-25T13:37:00,2025-11-25T13:37:00,2026-05-01T06:30:00,crm_salesforce
LED-44219,CON-20199,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,Opportunity,86,2864.87,1.0,k.bauer@technow.de,Loyal,Frankfurt,DE,2025-11-29T18:10:00,2025-12-01T14:32:00,2025-12-01T14:32:00,2026-05-01T06:30:00,crm_salesforce
LED-28957,CON-20856,CMP-3008,Black Friday & Cyber Monday,Google Ads,MQL,Prospect,48,489.15,0.14,k.bauer@technow.de,Loyal,Salzburg,AT,2025-11-26T07:46:00,2025-11-26T13:58:00,2025-11-26T13:58:00,2026-05-01T06:30:00,crm_salesforce
LED-82221,CON-20073,CMP-3008,Black Friday & Cyber Monday,Google Ads,Opportunity,SQL,80,707.27,0.43,k.bauer@technow.de,Neukunde,Winterthur,CH,2025-11-30T20:13:00,2025-11-30T20:07:00,2025-11-30T20:07:00,2026-05-01T06:30:00,crm_salesforce
LED-61193,CON-20247,CMP-3008,Black Friday & Cyber Monday,Google Ads,MQL,Prospect,44,425.6,0.12,k.bauer@technow.de,VIP,Graz,AT,2025-11-28T08:05:00,2025-11-30T22:07:00,2025-11-30T22:07:00,2026-05-01T06:30:00,crm_salesforce
LED-57173,CON-21214,CMP-3008,Black Friday & Cyber Monday,Google Ads,Opportunity,MQL,67,273.17,0.42,k.bauer@technow.de,Neukunde,Linz,AT,2025-11-30T13:54:00,2025-11-30T22:43:00,2025-11-30T22:43:00,2026-05-01T06:30:00,crm_salesforce
LED-43500,CON-20989,CMP-3008,Black Friday & Cyber Monday,Google Ads,Prospect,Prospect,38,1723.02,0.05,k.bauer@technow.de,Churned,Bonn,DE,2025-11-25T10:09:00,2025-11-28T19:44:00,2025-11-28T19:44:00,2026-05-01T06:30:00,crm_salesforce
LED-33332,CON-20207,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,Opportunity,92,1266.8,0.9,k.bauer@technow.de,At Risk,Berlin,DE,2025-11-30T10:14:00,2025-12-01T22:17:00,2025-12-01T22:17:00,2026-05-01T06:30:00,crm_salesforce
LED-96273,CON-20551,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,SQL,76,491.41,1.0,k.bauer@technow.de,Aktiv,Berlin,DE,2025-12-01T15:09:00,2025-12-02T10:07:00,2025-12-02T10:07:00,2026-05-01T06:30:00,crm_salesforce
LED-84138,CON-20047,CMP-3008,Black Friday & Cyber Monday,Google Ads,Opportunity,SQL,65,3710.64,0.49,k.bauer@technow.de,Neukunde,Nürnberg,DE,2025-12-01T07:11:00,2025-12-02T17:09:00,2025-12-02T17:09:00,2026-05-01T06:30:00,crm_salesforce
LED-32626,CON-20716,CMP-3008,Black Friday & Cyber Monday,Google Ads,Customer,SQL,71,189.52,0.95,k.bauer@technow.de,Loyal,Bern,CH,2025-11-28T17:51:00,2025-11-28T08:27:00,2025-11-28T08:27:00,2026-05-01T06:30:00,crm_salesforce
LED-83891,CON-20809,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,SQL,80,685.95,1.0,j.fischer@technow.de,Neukunde,Düsseldorf,DE,2025-12-18T08:25:00,2025-12-20T22:37:00,2025-12-20T22:37:00,2026-05-01T06:30:00,crm_salesforce
LED-66237,CON-20561,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,SQL,88,323.24,0.82,j.fischer@technow.de,Aktiv,Hamburg,DE,2025-12-13T18:51:00,2025-12-24T07:48:00,2025-12-24T07:48:00,2026-05-01T06:30:00,crm_salesforce
LED-64729,CON-20675,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Opportunity,MQL,78,858.58,0.39,j.fischer@technow.de,Aktiv,Bonn,DE,2025-12-09T14:15:00,2025-12-18T09:58:00,2025-12-18T09:58:00,2026-05-01T06:30:00,crm_salesforce
LED-28585,CON-20793,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,Opportunity,68,255.11,0.9,j.fischer@technow.de,Neukunde,Münster,DE,2025-12-16T20:36:00,2025-12-24T20:17:00,2025-12-24T20:17:00,2026-05-01T06:30:00,crm_salesforce
LED-81564,CON-20824,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,SQL,84,583.02,0.84,j.fischer@technow.de,Neukunde,Graz,AT,2025-12-17T10:44:00,2025-12-20T17:31:00,2025-12-20T17:31:00,2026-05-01T06:30:00,crm_salesforce
LED-64504,CON-20064,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,SQL,Prospect,62,469.32,0.26,j.fischer@technow.de,Neukunde,Leipzig,DE,2025-12-04T13:18:00,2025-12-12T08:19:00,2025-12-12T08:19:00,2026-05-01T06:30:00,crm_salesforce
LED-72694,CON-20060,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,Opportunity,70,1316.52,0.89,j.fischer@technow.de,At Risk,Wien,AT,2025-12-20T22:27:00,2025-12-21T18:50:00,2025-12-21T18:50:00,2026-05-01T06:30:00,crm_salesforce
LED-59563,CON-20318,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,SQL,90,226.5,0.92,j.fischer@technow.de,At Risk,Hannover,DE,2025-12-21T21:42:00,2025-12-22T07:40:00,2025-12-22T07:40:00,2026-05-01T06:30:00,crm_salesforce
LED-87662,CON-20995,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,SQL,82,882.06,0.99,j.fischer@technow.de,At Risk,Wien,AT,2025-12-21T20:59:00,2025-12-21T13:23:00,2025-12-21T13:23:00,2026-05-01T06:30:00,crm_salesforce
LED-39365,CON-21178,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,SQL,Prospect,53,579.47,0.27,j.fischer@technow.de,Neukunde,Innsbruck,AT,2025-12-04T13:54:00,2025-12-17T15:52:00,2025-12-17T15:52:00,2026-05-01T06:30:00,crm_salesforce
LED-41048,CON-21398,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,SQL,MQL,64,131.69,0.23,j.fischer@technow.de,Aktiv,Mannheim,DE,2025-12-09T16:29:00,2025-12-24T20:27:00,2025-12-24T20:27:00,2026-05-01T06:30:00,crm_salesforce
LED-24850,CON-20543,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,SQL,Prospect,44,2020.36,0.27,j.fischer@technow.de,Churned,Frankfurt,DE,2025-12-23T12:41:00,2025-12-23T22:50:00,2025-12-23T22:50:00,2026-05-01T06:30:00,crm_salesforce
LED-27251,CON-21265,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,Opportunity,91,562.3,1.0,j.fischer@technow.de,Neukunde,Hamburg,DE,2025-12-15T18:42:00,2025-12-16T19:53:00,2025-12-16T19:53:00,2026-05-01T06:30:00,crm_salesforce
LED-38423,CON-20296,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,SQL,MQL,62,318.92,0.22,j.fischer@technow.de,Churned,Köln,DE,2025-12-21T10:49:00,2025-12-23T17:53:00,2025-12-23T17:53:00,2026-05-01T06:30:00,crm_salesforce
LED-71111,CON-20879,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,Opportunity,85,141.56,0.86,j.fischer@technow.de,Neukunde,Nürnberg,DE,2025-12-10T21:26:00,2025-12-14T08:31:00,2025-12-14T08:31:00,2026-05-01T06:30:00,crm_salesforce
LED-69113,CON-20773,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,Opportunity,77,726.66,0.88,j.fischer@technow.de,Aktiv,Nürnberg,DE,2025-12-10T11:23:00,2025-12-17T18:52:00,2025-12-17T18:52:00,2026-05-01T06:30:00,crm_salesforce
LED-22762,CON-20241,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,Opportunity,75,2119.28,0.92,j.fischer@technow.de,Loyal,Linz,AT,2025-12-22T18:57:00,2025-12-24T10:34:00,2025-12-24T10:34:00,2026-05-01T06:30:00,crm_salesforce
LED-77986,CON-20555,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Opportunity,MQL,66,186.82,0.49,j.fischer@technow.de,Churned,Bonn,DE,2025-12-09T16:13:00,2025-12-14T21:40:00,2025-12-14T21:40:00,2026-05-01T06:30:00,crm_salesforce
LED-73253,CON-21282,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,Customer,SQL,76,2339.23,0.93,j.fischer@technow.de,Aktiv,Salzburg,AT,2025-12-12T20:56:00,2025-12-13T12:44:00,2025-12-13T12:44:00,2026-05-01T06:30:00,crm_salesforce
LED-86366,CON-20694,CMP-3009,Weihnachten – Geschenke & Bundles,Meta Ads,MQL,Prospect,44,463.45,0.1,j.fischer@technow.de,Neukunde,Wien,AT,2025-12-03T12:40:00,2025-12-17T11:00:00,2025-12-17T11:00:00,2026-05-01T06:30:00,crm_salesforce
LED-97858,CON-21121,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,Customer,SQL,81,3565.91,0.85,a.mueller@technow.de,Neukunde,Wien,AT,2026-01-13T17:51:00,2026-01-31T13:05:00,2026-01-31T13:05:00,2026-05-01T06:30:00,crm_salesforce
LED-68182,CON-20551,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,SQL,Prospect,52,2684.56,0.28,a.mueller@technow.de,Aktiv,Berlin,DE,2026-02-12T14:58:00,2026-02-12T21:12:00,2026-02-12T21:12:00,2026-05-01T06:30:00,crm_salesforce
LED-42119,CON-20561,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,Prospect,Prospect,41,966.59,0.05,a.mueller@technow.de,Aktiv,Hamburg,DE,2026-02-07T10:00:00,2026-02-13T21:52:00,2026-02-13T21:52:00,2026-05-01T06:30:00,crm_salesforce
LED-84769,CON-21034,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,MQL,Prospect,41,235.05,0.12,a.mueller@technow.de,At Risk,Graz,AT,2026-01-10T20:54:00,2026-01-23T13:52:00,2026-01-23T13:52:00,2026-05-01T06:30:00,crm_salesforce
LED-44820,CON-20149,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,Opportunity,MQL,77,1265.23,0.42,a.mueller@technow.de,At Risk,Nürnberg,DE,2026-02-10T21:58:00,2026-02-11T18:37:00,2026-02-11T18:37:00,2026-05-01T06:30:00,crm_salesforce
LED-80052,CON-20199,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,MQL,Prospect,35,785.67,0.12,a.mueller@technow.de,Loyal,Frankfurt,DE,2026-01-15T19:45:00,2026-01-28T15:04:00,2026-01-28T15:04:00,2026-05-01T06:30:00,crm_salesforce
LED-93007,CON-20283,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,MQL,Prospect,44,1069.98,0.14,a.mueller@technow.de,Aktiv,Bremen,DE,2026-02-13T08:00:00,2026-02-14T19:19:00,2026-02-14T19:19:00,2026-05-01T06:30:00,crm_salesforce
LED-68614,CON-20445,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,MQL,Prospect,48,187.54,0.12,a.mueller@technow.de,At Risk,Hamburg,DE,2026-01-23T21:08:00,2026-01-25T17:45:00,2026-01-25T17:45:00,2026-05-01T06:30:00,crm_salesforce
LED-76744,CON-20926,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,MQL,Prospect,40,3369.71,0.12,a.mueller@technow.de,Aktiv,Düsseldorf,DE,2026-01-19T18:59:00,2026-02-01T16:57:00,2026-02-01T16:57:00,2026-05-01T06:30:00,crm_salesforce
