order_id,contact_id,order_date,order_datetime,campaign_id_ref,campaign_name_ref,acquisition_channel,article_id,category,brand,product_name,quantity,unit_price_eur,subtotal_eur,discount_pct,discount_eur,shipping_eur,total_eur,payment_method,order_status,is_returned,is_first_order,customer_city,customer_country,_load_ts,_source_system
ORD-20261,CON-20199,2025-10-05,2025-10-05T13:06:00,CMP-3012,Cart Abandonment – Retargeting laufend,Direct,ART-105,Smartphones,Google,Pixel 9 128GB,2,799.0,1598.0,0.0,0.0,0.0,1598.0,bank_transfer,completed,False,False,Frankfurt,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20262,CON-20207,2025-08-06,2025-08-06T21:54:00,,,Meta Ads,ART-403,Gaming,Nintendo,Nintendo Switch 2,3,449.0,1347.0,0.08,107.76,0.0,1239.24,klarna,cancelled,False,True,Berlin,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20263,CON-20207,2025-07-14,2025-07-14T13:30:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-408,Gaming,Corsair,K100 RGB Air Tastatur,2,199.0,398.0,0.0,0.0,0.0,398.0,paypal,completed,False,False,Berlin,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20264,CON-20207,2025-12-22,2025-12-22T10:29:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-308,Audio & Kopfhörer,Apple,AirPods 4. Gen,1,189.0,189.0,0.0,0.0,0.0,189.0,paypal,completed,False,False,Berlin,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20265,CON-20207,2025-06-09,2025-06-09T21:02:00,,,Meta Ads,ART-403,Gaming,Nintendo,Nintendo Switch 2,2,449.0,898.0,0.0,0.0,0.0,898.0,credit_card,completed,False,False,Berlin,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20266,CON-20207,2025-07-11,2025-07-11T18:32:00,,,Meta Ads,ART-406,Gaming,Logitech,G Pro X Superlight 2 Maus,3,169.0,507.0,0.0,0.0,0.0,507.0,credit_card,returned,True,False,Berlin,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20267,CON-20207,2025-11-15,2025-11-15T11:22:00,,,Meta Ads,ART-408,Gaming,Corsair,K100 RGB Air Tastatur,3,199.0,597.0,0.0,0.0,0.0,597.0,credit_card,completed,False,False,Berlin,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20268,CON-20207,2025-12-13,2025-12-13T16:59:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-403,Gaming,Nintendo,Nintendo Switch 2,3,449.0,1347.0,0.0,0.0,0.0,1347.0,klarna,returned,True,False,Berlin,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20269,CON-20211,2026-01-17,2026-01-17T17:37:00,,,Meta Ads,ART-507,Smart Home & Wearables,Xiaomi,Smart Band 9 Pro,1,79.0,79.0,0.22,17.38,0.0,61.62,credit_card,completed,False,True,Bonn,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20270,CON-20218,2026-04-13,2026-04-13T22:20:00,,,Google Ads,ART-202,Laptops & Tablets,Apple,"iPad Air 11"" M2 256GB",1,879.0,879.0,0.0,0.0,0.0,879.0,klarna,completed,False,True,München,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20271,CON-20218,2026-03-04,2026-03-04T09:03:00,,,Google Ads,ART-102,Smartphones,Apple,iPhone 16 Pro 256GB,2,1329.0,2658.0,0.0,0.0,0.0,2658.0,klarna,returned,True,False,München,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20272,CON-20218,2025-08-16,2025-08-16T12:20:00,CMP-3003,Back-to-School – Laptops & Tablets,Google Ads,ART-204,Laptops & Tablets,Lenovo,"ThinkPad X1 Carbon i7 14""",2,1649.0,3298.0,0.0,0.0,0.0,3298.0,credit_card,cancelled,False,False,München,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20273,CON-20218,2025-11-12,2025-11-12T12:27:00,,,Google Ads,ART-202,Laptops & Tablets,Apple,"iPad Air 11"" M2 256GB",1,879.0,879.0,0.0,0.0,0.0,879.0,credit_card,cancelled,False,False,München,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20274,CON-20225,2026-04-14,2026-04-14T11:57:00,CMP-3012,Cart Abandonment – Retargeting laufend,Email,ART-106,Smartphones,Xiaomi,Redmi Note 14 Pro 256GB,1,369.0,369.0,0.0,0.0,0.0,369.0,klarna,cancelled,False,True,Basel,CH,2026-05-01T06:30:00,technow_shop_db
ORD-20275,CON-20232,2026-01-25,2026-01-25T13:36:00,,,Meta Ads,ART-506,Smart Home & Wearables,Google,Nest Hub Max,3,229.0,687.0,0.0,0.0,0.0,687.0,bank_transfer,completed,False,True,Berlin,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20276,CON-20241,2026-01-05,2026-01-05T19:55:00,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Direct,ART-102,Smartphones,Apple,iPhone 16 Pro 256GB,1,1329.0,1329.0,0.0,0.0,0.0,1329.0,klarna,completed,False,True,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20277,CON-20241,2025-11-17,2025-11-17T07:14:00,,,Direct,ART-405,Gaming,Razer,BlackShark V2 Pro 2025,2,169.0,338.0,0.0,0.0,0.0,338.0,bank_transfer,completed,False,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20278,CON-20241,2025-08-20,2025-08-20T16:04:00,CMP-3002,Gaming-Sommer – Konsolen & Setup,Direct,ART-405,Gaming,Razer,BlackShark V2 Pro 2025,2,169.0,338.0,0.0,0.0,0.0,338.0,klarna,returned,True,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20279,CON-20241,2025-07-27,2025-07-27T22:59:00,,,Direct,ART-401,Gaming,Sony,PlayStation 5 Pro,1,699.0,699.0,0.1,69.9,0.0,629.1,bank_transfer,completed,False,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20280,CON-20241,2025-07-01,2025-07-01T11:13:00,CMP-3012,Cart Abandonment – Retargeting laufend,Direct,ART-401,Gaming,Sony,PlayStation 5 Pro,1,699.0,699.0,0.0,0.0,0.0,699.0,bank_transfer,returned,True,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20281,CON-20241,2025-06-19,2025-06-19T18:04:00,,,Direct,ART-402,Gaming,Microsoft,Xbox Series X 2TB,2,549.0,1098.0,0.0,0.0,0.0,1098.0,klarna,completed,False,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20282,CON-20241,2025-07-24,2025-07-24T08:31:00,CMP-3012,Cart Abandonment – Retargeting laufend,Direct,ART-405,Gaming,Razer,BlackShark V2 Pro 2025,1,169.0,169.0,0.06,10.14,0.0,158.86,paypal,completed,False,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20283,CON-20241,2025-12-12,2025-12-12T07:35:00,CMP-3012,Cart Abandonment – Retargeting laufend,Direct,ART-403,Gaming,Nintendo,Nintendo Switch 2,2,449.0,898.0,0.0,0.0,0.0,898.0,credit_card,returned,True,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20284,CON-20241,2026-01-11,2026-01-11T10:57:00,,,Direct,ART-304,Audio & Kopfhörer,Samsung,Galaxy Buds3 Pro,2,199.0,398.0,0.0,0.0,0.0,398.0,credit_card,completed,False,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20285,CON-20241,2025-07-18,2025-07-18T07:14:00,CMP-3002,Gaming-Sommer – Konsolen & Setup,Direct,ART-401,Gaming,Sony,PlayStation 5 Pro,1,699.0,699.0,0.0,0.0,0.0,699.0,credit_card,completed,False,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20286,CON-20241,2026-01-11,2026-01-11T12:18:00,CMP-3012,Cart Abandonment – Retargeting laufend,Direct,ART-205,Laptops & Tablets,HP,HP Pavilion 15 Ryzen 7,1,729.0,729.0,0.0,0.0,0.0,729.0,klarna,completed,False,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20287,CON-20241,2025-07-10,2025-07-10T09:16:00,,,Direct,ART-406,Gaming,Logitech,G Pro X Superlight 2 Maus,1,169.0,169.0,0.0,0.0,0.0,169.0,apple_pay,completed,False,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20288,CON-20241,2026-03-10,2026-03-10T16:55:00,,,Direct,ART-405,Gaming,Razer,BlackShark V2 Pro 2025,2,169.0,338.0,0.0,0.0,0.0,338.0,credit_card,returned,True,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20289,CON-20241,2025-11-25,2025-11-25T20:45:00,,,Direct,ART-402,Gaming,Microsoft,Xbox Series X 2TB,1,549.0,549.0,0.0,0.0,0.0,549.0,credit_card,returned,True,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20290,CON-20241,2026-03-11,2026-03-11T13:07:00,CMP-3012,Cart Abandonment – Retargeting laufend,Direct,ART-208,Laptops & Tablets,Apple,iPad mini 7 64GB WiFi,2,579.0,1158.0,0.0,0.0,0.0,1158.0,paypal,completed,False,False,Linz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20291,CON-20247,2025-10-17,2025-10-17T15:37:00,CMP-3004,iPhone 16 Launch – Trade-In Aktion,Meta Ads,ART-108,Smartphones,Apple,iPhone 16 Plus 256GB,1,1129.0,1129.0,0.0,0.0,0.0,1129.0,paypal,completed,False,True,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20292,CON-20247,2025-09-23,2025-09-23T13:24:00,CMP-3005,Business Herbst – IT & Office Upgrade,Meta Ads,ART-301,Audio & Kopfhörer,Sony,WH-1000XM6 Kopfhörer,3,369.0,1107.0,0.0,0.0,0.0,1107.0,bank_transfer,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20293,CON-20247,2025-11-20,2025-11-20T15:51:00,,,Meta Ads,ART-201,Laptops & Tablets,Apple,"MacBook Air M3 13""",2,1349.0,2698.0,0.0,0.0,0.0,2698.0,paypal,returned,True,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20294,CON-20247,2026-01-05,2026-01-05T08:51:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-205,Laptops & Tablets,HP,HP Pavilion 15 Ryzen 7,2,729.0,1458.0,0.0,0.0,0.0,1458.0,paypal,cancelled,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20295,CON-20247,2026-02-21,2026-02-21T15:10:00,,,Meta Ads,ART-204,Laptops & Tablets,Lenovo,"ThinkPad X1 Carbon i7 14""",1,1649.0,1649.0,0.0,0.0,0.0,1649.0,klarna,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20296,CON-20247,2025-10-19,2025-10-19T09:15:00,,,Meta Ads,ART-207,Laptops & Tablets,Asus,ZenBook 14 OLED i7 2025,1,1029.0,1029.0,0.0,0.0,0.0,1029.0,credit_card,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20297,CON-20247,2025-10-07,2025-10-07T07:07:00,CMP-3006,Business Loyalty – Premium Club,Meta Ads,ART-203,Laptops & Tablets,Samsung,Galaxy Tab S10 256GB,2,829.0,1658.0,0.0,0.0,0.0,1658.0,credit_card,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20298,CON-20247,2025-06-19,2025-06-19T18:30:00,,,Meta Ads,ART-207,Laptops & Tablets,Asus,ZenBook 14 OLED i7 2025,1,1029.0,1029.0,0.0,0.0,0.0,1029.0,credit_card,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20299,CON-20247,2026-04-09,2026-04-09T17:04:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-205,Laptops & Tablets,HP,HP Pavilion 15 Ryzen 7,2,729.0,1458.0,0.0,0.0,0.0,1458.0,credit_card,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20300,CON-20247,2025-08-29,2025-08-29T11:55:00,,,Meta Ads,ART-202,Laptops & Tablets,Apple,"iPad Air 11"" M2 256GB",1,879.0,879.0,0.15,131.85,0.0,747.15,paypal,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20301,CON-20247,2025-06-22,2025-06-22T14:03:00,,,Meta Ads,ART-301,Audio & Kopfhörer,Sony,WH-1000XM6 Kopfhörer,3,369.0,1107.0,0.0,0.0,0.0,1107.0,paypal,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20302,CON-20247,2025-06-23,2025-06-23T14:22:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-502,Smart Home & Wearables,Garmin,Forerunner 965 Smartwatch,1,549.0,549.0,0.16,87.84,0.0,461.16,paypal,cancelled,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20303,CON-20247,2026-04-25,2026-04-25T20:56:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-306,Audio & Kopfhörer,Sonos,Era 300 Smart Speaker,2,449.0,898.0,0.0,0.0,0.0,898.0,paypal,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20304,CON-20247,2025-10-29,2025-10-29T07:10:00,CMP-3006,Business Loyalty – Premium Club,Meta Ads,ART-201,Laptops & Tablets,Apple,"MacBook Air M3 13""",1,1349.0,1349.0,0.0,0.0,0.0,1349.0,paypal,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20305,CON-20247,2026-02-16,2026-02-16T18:13:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-203,Laptops & Tablets,Samsung,Galaxy Tab S10 256GB,2,829.0,1658.0,0.0,0.0,0.0,1658.0,credit_card,cancelled,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20306,CON-20247,2025-07-10,2025-07-10T14:36:00,CMP-3012,Cart Abandonment – Retargeting laufend,Meta Ads,ART-101,Smartphones,Apple,iPhone 16 128GB,2,979.0,1958.0,0.0,0.0,0.0,1958.0,paypal,returned,True,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20307,CON-20247,2025-10-16,2025-10-16T13:53:00,,,Meta Ads,ART-304,Audio & Kopfhörer,Samsung,Galaxy Buds3 Pro,2,199.0,398.0,0.11,43.78,0.0,354.22,klarna,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20308,CON-20247,2026-01-14,2026-01-14T20:23:00,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Meta Ads,ART-208,Laptops & Tablets,Apple,iPad mini 7 64GB WiFi,1,579.0,579.0,0.0,0.0,0.0,579.0,credit_card,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20309,CON-20247,2025-08-04,2025-08-04T14:49:00,,,Meta Ads,ART-203,Laptops & Tablets,Samsung,Galaxy Tab S10 256GB,2,829.0,1658.0,0.0,0.0,0.0,1658.0,credit_card,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20310,CON-20247,2025-07-12,2025-07-12T20:26:00,CMP-3002,Gaming-Sommer – Konsolen & Setup,Meta Ads,ART-403,Gaming,Nintendo,Nintendo Switch 2,2,449.0,898.0,0.07,62.86,0.0,835.14,klarna,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20311,CON-20247,2026-01-27,2026-01-27T10:08:00,,,Meta Ads,ART-103,Smartphones,Samsung,Galaxy S25 128GB,1,929.0,929.0,0.22,204.38,0.0,724.62,bank_transfer,completed,False,False,Graz,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20312,CON-20255,2025-10-05,2025-10-05T19:44:00,,,Google Ads,ART-106,Smartphones,Xiaomi,Redmi Note 14 Pro 256GB,2,369.0,738.0,0.0,0.0,0.0,738.0,credit_card,returned,True,True,Frankfurt,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20313,CON-20255,2025-08-24,2025-08-24T09:47:00,,,Google Ads,ART-408,Gaming,Corsair,K100 RGB Air Tastatur,3,199.0,597.0,0.0,0.0,0.0,597.0,klarna,completed,False,False,Frankfurt,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20314,CON-20255,2025-10-08,2025-10-08T12:46:00,,,Google Ads,ART-502,Smart Home & Wearables,Garmin,Forerunner 965 Smartwatch,1,549.0,549.0,0.0,0.0,0.0,549.0,paypal,returned,True,False,Frankfurt,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20315,CON-20255,2026-03-21,2026-03-21T19:20:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-102,Smartphones,Apple,iPhone 16 Pro 256GB,1,1329.0,1329.0,0.12,159.48,0.0,1169.52,paypal,returned,True,False,Frankfurt,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20316,CON-20255,2026-04-26,2026-04-26T20:18:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-103,Smartphones,Samsung,Galaxy S25 128GB,1,929.0,929.0,0.0,0.0,0.0,929.0,bank_transfer,cancelled,False,False,Frankfurt,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20317,CON-20255,2025-11-16,2025-11-16T20:33:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-303,Audio & Kopfhörer,Bose,QuietComfort Ultra,1,299.0,299.0,0.15,44.85,0.0,254.15,bank_transfer,completed,False,False,Frankfurt,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20318,CON-20255,2025-12-26,2025-12-26T15:38:00,,,Google Ads,ART-303,Audio & Kopfhörer,Bose,QuietComfort Ultra,1,299.0,299.0,0.22,65.78,0.0,233.22,credit_card,completed,False,False,Frankfurt,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20319,CON-20255,2025-08-21,2025-08-21T13:00:00,CMP-3002,Gaming-Sommer – Konsolen & Setup,Google Ads,ART-407,Gaming,Samsung,"Odyssey G6 27"" Gaming Mon.",3,349.0,1047.0,0.0,0.0,0.0,1047.0,bank_transfer,completed,False,False,Frankfurt,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20320,CON-20261,2025-06-29,2025-06-29T10:28:00,,,Meta Ads,ART-502,Smart Home & Wearables,Garmin,Forerunner 965 Smartwatch,1,549.0,549.0,0.0,0.0,0.0,549.0,klarna,cancelled,False,True,Leipzig,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20321,CON-20261,2025-08-30,2025-08-30T09:47:00,,,Meta Ads,ART-303,Audio & Kopfhörer,Bose,QuietComfort Ultra,3,299.0,897.0,0.14,125.58,0.0,771.42,paypal,cancelled,False,False,Leipzig,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20322,CON-20261,2025-12-16,2025-12-16T09:45:00,,,Meta Ads,ART-107,Smartphones,OnePlus,OnePlus 13 256GB,1,869.0,869.0,0.0,0.0,0.0,869.0,credit_card,returned,True,False,Leipzig,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20323,CON-20261,2025-10-21,2025-10-21T08:40:00,,,Meta Ads,ART-507,Smart Home & Wearables,Xiaomi,Smart Band 9 Pro,1,79.0,79.0,0.0,0.0,0.0,79.0,paypal,completed,False,False,Leipzig,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20324,CON-20261,2025-10-03,2025-10-03T12:46:00,CMP-3005,Business Herbst – IT & Office Upgrade,Meta Ads,ART-204,Laptops & Tablets,Lenovo,"ThinkPad X1 Carbon i7 14""",1,1649.0,1649.0,0.0,0.0,0.0,1649.0,paypal,completed,False,False,Leipzig,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20325,CON-20269,2025-07-16,2025-07-16T08:26:00,,,Direct,ART-404,Gaming,Sony,DualSense Edge Controller,3,119.0,357.0,0.16,57.12,0.0,299.88,bank_transfer,completed,False,True,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20326,CON-20269,2025-07-30,2025-07-30T16:42:00,CMP-3012,Cart Abandonment – Retargeting laufend,Direct,ART-308,Audio & Kopfhörer,Apple,AirPods 4. Gen,2,189.0,378.0,0.07,26.46,0.0,351.54,paypal,completed,False,False,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20327,CON-20276,2026-01-14,2026-01-14T14:42:00,CMP-3010,Neujahrs-Deals – Fitness & Smart Home,Google Ads,ART-102,Smartphones,Apple,iPhone 16 Pro 256GB,2,1329.0,2658.0,0.0,0.0,0.0,2658.0,credit_card,cancelled,False,True,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20328,CON-20276,2026-04-05,2026-04-05T22:38:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-304,Audio & Kopfhörer,Samsung,Galaxy Buds3 Pro,2,199.0,398.0,0.2,79.6,0.0,318.4,klarna,completed,False,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20329,CON-20276,2026-02-27,2026-02-27T19:51:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-105,Smartphones,Google,Pixel 9 128GB,2,799.0,1598.0,0.0,0.0,0.0,1598.0,klarna,completed,False,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20330,CON-20276,2025-08-24,2025-08-24T16:28:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-404,Gaming,Sony,DualSense Edge Controller,3,119.0,357.0,0.24,85.68,0.0,271.32,paypal,returned,True,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20331,CON-20276,2025-08-11,2025-08-11T07:51:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-302,Audio & Kopfhörer,Apple,AirPods Pro 3. Gen,3,269.0,807.0,0.09,72.63,0.0,734.37,credit_card,returned,True,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20332,CON-20276,2025-10-20,2025-10-20T19:55:00,,,Google Ads,ART-403,Gaming,Nintendo,Nintendo Switch 2,2,449.0,898.0,0.09,80.82,0.0,817.18,credit_card,cancelled,False,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20333,CON-20276,2025-08-07,2025-08-07T08:54:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-408,Gaming,Corsair,K100 RGB Air Tastatur,1,199.0,199.0,0.11,21.89,0.0,177.11,klarna,completed,False,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20334,CON-20276,2025-12-05,2025-12-05T08:17:00,,,Google Ads,ART-407,Gaming,Samsung,"Odyssey G6 27"" Gaming Mon.",1,349.0,349.0,0.0,0.0,0.0,349.0,bank_transfer,completed,False,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20335,CON-20276,2025-09-09,2025-09-09T09:32:00,,,Google Ads,ART-401,Gaming,Sony,PlayStation 5 Pro,1,699.0,699.0,0.0,0.0,0.0,699.0,klarna,returned,True,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20336,CON-20276,2025-10-17,2025-10-17T10:47:00,,,Google Ads,ART-405,Gaming,Razer,BlackShark V2 Pro 2025,2,169.0,338.0,0.0,0.0,0.0,338.0,credit_card,cancelled,False,False,Wien,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20337,CON-20283,2026-03-23,2026-03-23T13:06:00,CMP-3012,Cart Abandonment – Retargeting laufend,Email,ART-402,Gaming,Microsoft,Xbox Series X 2TB,1,549.0,549.0,0.0,0.0,0.0,549.0,credit_card,returned,True,True,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20338,CON-20283,2025-12-24,2025-12-24T14:24:00,CMP-3012,Cart Abandonment – Retargeting laufend,Email,ART-406,Gaming,Logitech,G Pro X Superlight 2 Maus,3,169.0,507.0,0.0,0.0,0.0,507.0,credit_card,completed,False,False,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20339,CON-20283,2025-08-13,2025-08-13T19:49:00,CMP-3003,Back-to-School – Laptops & Tablets,Email,ART-205,Laptops & Tablets,HP,HP Pavilion 15 Ryzen 7,2,729.0,1458.0,0.18,262.44,0.0,1195.56,credit_card,completed,False,False,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20340,CON-20283,2025-10-26,2025-10-26T13:55:00,,,Email,ART-402,Gaming,Microsoft,Xbox Series X 2TB,1,549.0,549.0,0.0,0.0,0.0,549.0,paypal,completed,False,False,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20341,CON-20283,2025-11-28,2025-11-28T08:49:00,CMP-3012,Cart Abandonment – Retargeting laufend,Email,ART-303,Audio & Kopfhörer,Bose,QuietComfort Ultra,1,299.0,299.0,0.16,47.84,0.0,251.16,bank_transfer,completed,False,False,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20342,CON-20283,2025-12-16,2025-12-16T13:48:00,,,Email,ART-408,Gaming,Corsair,K100 RGB Air Tastatur,2,199.0,398.0,0.0,0.0,0.0,398.0,paypal,completed,False,False,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20343,CON-20283,2026-04-05,2026-04-05T09:58:00,CMP-3012,Cart Abandonment – Retargeting laufend,Email,ART-103,Smartphones,Samsung,Galaxy S25 128GB,1,929.0,929.0,0.14,130.06,0.0,798.94,credit_card,completed,False,False,Bremen,DE,2026-05-01T06:30:00,technow_shop_db
ORD-20344,CON-20290,2026-04-11,2026-04-11T12:40:00,,,Google Ads,ART-307,Audio & Kopfhörer,Jabra,Evolve2 75 Headset,2,349.0,698.0,0.07,48.86,0.0,649.14,klarna,completed,False,True,Salzburg,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20345,CON-20290,2025-12-17,2025-12-17T17:39:00,,,Google Ads,ART-303,Audio & Kopfhörer,Bose,QuietComfort Ultra,1,299.0,299.0,0.19,56.81,0.0,242.19,apple_pay,returned,True,False,Salzburg,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20346,CON-20290,2026-02-07,2026-02-07T15:30:00,CMP-3011,Valentinstag – Kopfhörer & Wearables,Google Ads,ART-303,Audio & Kopfhörer,Bose,QuietComfort Ultra,1,299.0,299.0,0.0,0.0,0.0,299.0,credit_card,completed,False,False,Salzburg,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20347,CON-20290,2026-03-02,2026-03-02T12:09:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-204,Laptops & Tablets,Lenovo,"ThinkPad X1 Carbon i7 14""",1,1649.0,1649.0,0.0,0.0,0.0,1649.0,credit_card,completed,False,False,Salzburg,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20348,CON-20290,2026-03-28,2026-03-28T12:04:00,CMP-3012,Cart Abandonment – Retargeting laufend,Google Ads,ART-104,Smartphones,Samsung,Galaxy S25 Ultra 256GB,2,1429.0,2858.0,0.23,657.34,0.0,2200.66,paypal,completed,False,False,Salzburg,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20349,CON-20290,2026-01-04,2026-01-04T18:39:00,,,Google Ads,ART-504,Smart Home & Wearables,Philips,Hue Gradient Starter Set,1,179.0,179.0,0.0,0.0,0.0,179.0,klarna,completed,False,False,Salzburg,AT,2026-05-01T06:30:00,technow_shop_db
ORD-20350,CON-20290,2025-12-22,2025-12-22T12:16:00,,,Google Ads,ART-307,Audio & Kopfhörer,Jabra,Evolve2 75 Headset,2,349.0,698.0,0.0,0.0,0.0,698.0,klarna,returned,True,False,Salzburg,AT,2026-05-01T06:30:00,technow_shop_db
