report_date;adgroup_id;google_campaign_id;campaign_id_crm_ref;adgroup_name;keyword_match_type;bid_strategy;target_cpa_eur;device_type;impressions;clicks;ctr_pct;avg_cpc_eur;conversions;conv_rate_pct;spend_eur;revenue_eur;roas;quality_score;impression_share_pct;_load_ts;_source_system
06.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4259;128;301;37;4;297;4736;51928;1096;7;52;31.12.2024 06:30;google_ads_api
06.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3699;115;31;39;3;288;4485;30686;684;7;69;31.12.2024 06:30;google_ads_api
06.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;912;22;246;43;1;295;946;6178;653;7;47;31.12.2024 06:30;google_ads_api
07.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4651;133;287;45;4;275;5985;46712;78;7;42;31.12.2024 06:30;google_ads_api
07.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;4240;131;31;34;4;328;4454;5840;1311;7;49;31.12.2024 06:30;google_ads_api
07.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;1004;23;233;39;1;324;897;10706;1194;6;84;31.12.2024 06:30;google_ads_api
08.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3465;98;283;43;3;292;4214;26334;625;7;72;31.12.2024 06:30;google_ads_api
08.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3492;103;294;34;3;308;3502;2600;742;7;73;31.12.2024 06:30;google_ads_api
08.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;690;18;258;46;1;339;828;11412;1378;7;48;31.12.2024 06:30;google_ads_api
09.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3390;96;282;38;3;331;3648;29661;813;7;83;31.12.2024 06:30;google_ads_api
09.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3023;107;355;34;4;334;3638;77605;2133;8;49;31.12.2024 06:30;google_ads_api
09.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;800;17;217;41;1;324;697;15614;224;6;71;31.12.2024 06:30;google_ads_api
10.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3484;99;284;45;3;327;4455;20141;452;7;47;31.12.2024 06:30;google_ads_api
10.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3567;122;341;4;4;299;488;39612;812;8;48;31.12.2024 06:30;google_ads_api
10.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;752;17;222;42;1;315;714;14006;1962;6;78;31.12.2024 06:30;google_ads_api
11.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4030;127;314;4;4;325;508;50994;1004;7;65;31.12.2024 06:30;google_ads_api
11.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3576;113;317;4;3;269;452;56596;1252;7;65;31.12.2024 06:30;google_ads_api
11.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;721;18;246;42;1;319;756;19188;2538;7;87;31.12.2024 06:30;google_ads_api
12.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4283;113;264;42;4;344;4746;42463;895;7;73;31.12.2024 06:30;google_ads_api
12.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3599;133;37;33;4;335;4389;25782;587;8;54;31.12.2024 06:30;google_ads_api
12.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;708;16;22;41;1;337;656;1430;218;6;65;31.12.2024 06:30;google_ads_api
13.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4343;132;304;42;4;271;5544;56499;1019;7;55;31.12.2024 06:30;google_ads_api
13.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3694;123;334;39;3;282;4797;39028;814;7;6;31.12.2024 06:30;google_ads_api
13.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;957;25;266;37;1;327;925;15281;1652;7;76;31.12.2024 06:30;google_ads_api
14.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4841;125;259;41;3;272;5125;35542;694;7;7;31.12.2024 06:30;google_ads_api
14.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3698;131;353;33;4;332;4323;61642;1426;8;74;31.12.2024 06:30;google_ads_api
14.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;846;23;273;44;1;312;1012;15591;1541;7;5;31.12.2024 06:30;google_ads_api
15.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3495;108;31;45;3;288;486;4890;1006;7;43;31.12.2024 06:30;google_ads_api
15.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3650;115;315;38;3;269;437;40719;932;7;46;31.12.2024 06:30;google_ads_api
15.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;796;19;238;42;1;31;798;10648;1334;6;54;31.12.2024 06:30;google_ads_api
16.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3470;102;295;39;3;331;3978;37871;952;7;44;31.12.2024 06:30;google_ads_api
16.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3698;116;313;36;4;307;4176;30405;728;7;85;31.12.2024 06:30;google_ads_api
16.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;879;22;25;44;1;348;968;11371;1175;7;57;31.12.2024 06:30;google_ads_api
17.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3777;115;305;38;3;289;437;32158;736;7;65;31.12.2024 06:30;google_ads_api
17.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3727;115;308;4;4;338;460;75428;164;7;45;31.12.2024 06:30;google_ads_api
17.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;797;19;234;4;1;342;76;13243;1743;6;42;31.12.2024 06:30;google_ads_api
18.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3556;105;294;43;3;292;4515;35985;797;7;69;31.12.2024 06:30;google_ads_api
18.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3365;119;355;4;3;282;476;4844;1018;8;53;31.12.2024 06:30;google_ads_api
18.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;701;17;241;4;0;285;68;0;0;6;82;31.12.2024 06:30;google_ads_api
19.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4288;109;255;45;4;325;4905;62724;1279;7;47;31.12.2024 06:30;google_ads_api
19.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3387;106;313;33;3;309;3498;58372;1669;7;75;31.12.2024 06:30;google_ads_api
19.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;717;19;271;42;1;347;798;15312;1919;7;59;31.12.2024 06:30;google_ads_api
20.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4940;129;261;38;4;272;4902;67918;1386;7;45;31.12.2024 06:30;google_ads_api
20.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3919;129;328;34;5;353;4386;45769;1044;7;56;31.12.2024 06:30;google_ads_api
20.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;988;25;258;4;1;332;100;9307;931;7;45;31.12.2024 06:30;google_ads_api
21.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4048;125;309;38;4;318;475;31205;657;7;63;31.12.2024 06:30;google_ads_api
21.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3743;126;336;34;4;353;4284;39265;917;7;54;31.12.2024 06:30;google_ads_api
21.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;824;19;226;44;1;327;836;15256;1825;6;44;31.12.2024 06:30;google_ads_api
22.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4119;115;278;39;3;272;4485;31441;701;7;66;31.12.2024 06:30;google_ads_api
22.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3469;109;314;33;4;356;3597;44646;1241;7;63;31.12.2024 06:30;google_ads_api
22.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;840;19;232;44;1;306;836;7457;892;6;43;31.12.2024 06:30;google_ads_api
23.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4090;133;324;44;4;276;5852;42845;732;7;71;31.12.2024 06:30;google_ads_api
23.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3421;116;34;39;3;288;4524;17416;385;8;45;31.12.2024 06:30;google_ads_api
23.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;867;21;243;45;1;275;945;17111;1811;7;57;31.12.2024 06:30;google_ads_api
24.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3303;95;287;42;3;279;399;51011;1278;7;6;31.12.2024 06:30;google_ads_api
24.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2879;100;348;34;3;28;340;2436;716;8;55;31.12.2024 06:30;google_ads_api
24.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;857;19;219;39;1;321;741;9631;130;6;61;31.12.2024 06:30;google_ads_api
25.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3764;97;259;38;3;29;3686;24877;675;7;83;31.12.2024 06:30;google_ads_api
25.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3273;113;344;39;4;338;4407;77407;1756;8;78;31.12.2024 06:30;google_ads_api
25.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;746;19;249;45;1;309;855;12534;1466;7;6;31.12.2024 06:30;google_ads_api
26.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3381;94;277;45;3;284;423;49199;1163;7;45;31.12.2024 06:30;google_ads_api
26.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3632;122;336;4;4;335;488;76543;1569;7;47;31.12.2024 06:30;google_ads_api
26.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;799;19;233;45;1;339;855;6283;735;6;88;31.12.2024 06:30;google_ads_api
27.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3896;122;314;4;4;338;488;68996;1414;7;81;31.12.2024 06:30;google_ads_api
27.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3368;115;341;38;4;338;437;73183;1675;8;43;31.12.2024 06:30;google_ads_api
27.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;920;25;273;42;1;316;105;8135;775;7;87;31.12.2024 06:30;google_ads_api
28.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;4566;132;289;41;4;292;5412;27054;50;7;53;31.12.2024 06:30;google_ads_api
28.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3375;113;336;4;3;264;452;24962;552;7;48;31.12.2024 06:30;google_ads_api
28.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;915;25;271;4;1;342;100;5807;581;7;69;31.12.2024 06:30;google_ads_api
29.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3961;122;309;45;4;342;549;75791;1381;7;59;31.12.2024 06:30;google_ads_api
29.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3486;113;325;35;3;273;3955;22231;562;7;49;31.12.2024 06:30;google_ads_api
29.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;831;22;264;43;1;353;946;7939;839;7;87;31.12.2024 06:30;google_ads_api
30.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3712;119;32;39;4;337;4641;54981;1185;7;5;31.12.2024 06:30;google_ads_api
30.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2940;103;349;38;3;275;3914;56349;144;8;86;31.12.2024 06:30;google_ads_api
30.04.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;716;20;276;37;1;353;74;13933;1883;7;84;31.12.2024 06:30;google_ads_api
01.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3913;106;271;45;3;316;477;22407;47;7;76;31.12.2024 06:30;google_ads_api
01.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2850;106;372;39;3;279;4134;20226;489;8;75;31.12.2024 06:30;google_ads_api
01.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;754;20;269;39;1;305;78;8994;1153;7;45;31.12.2024 06:30;google_ads_api
02.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3232;85;263;4;2;264;340;31512;927;7;87;31.12.2024 06:30;google_ads_api
02.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3316;110;333;37;3;299;407;2076;51;7;64;31.12.2024 06:30;google_ads_api
02.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;786;20;255;38;1;327;76;6532;859;7;81;31.12.2024 06:30;google_ads_api
03.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3221;89;277;38;3;352;3382;23644;699;7;59;31.12.2024 06:30;google_ads_api
03.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3153;106;337;33;4;347;3498;55266;158;7;7;31.12.2024 06:30;google_ads_api
03.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;705;15;219;38;1;351;57;17957;315;6;49;31.12.2024 06:30;google_ads_api
04.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3459;93;27;43;3;281;3999;46826;1171;7;76;31.12.2024 06:30;google_ads_api
04.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3169;100;316;33;3;286;330;40514;1228;7;81;31.12.2024 06:30;google_ads_api
04.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;731;17;238;4;1;303;68;14768;2172;6;7;31.12.2024 06:30;google_ads_api
05.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3503;90;257;4;3;279;360;19941;554;7;81;31.12.2024 06:30;google_ads_api
05.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3158;103;325;38;3;309;3914;20328;519;7;67;31.12.2024 06:30;google_ads_api
05.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;727;20;269;41;1;298;82;9186;112;7;63;31.12.2024 06:30;google_ads_api
06.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3020;83;274;44;2;269;3652;29689;813;7;46;31.12.2024 06:30;google_ads_api
06.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2728;92;337;37;3;354;3404;39751;1168;7;81;31.12.2024 06:30;google_ads_api
06.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;732;18;242;45;1;313;81;12148;150;7;83;31.12.2024 06:30;google_ads_api
07.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3175;83;261;43;3;347;3569;37588;1053;7;83;31.12.2024 06:30;google_ads_api
07.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3012;105;348;33;3;321;3465;48302;1394;8;5;31.12.2024 06:30;google_ads_api
07.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;749;21;274;38;1;339;798;11427;1432;7;87;31.12.2024 06:30;google_ads_api
08.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3087;100;325;44;3;322;440;27331;621;7;84;31.12.2024 06:30;google_ads_api
08.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;3040;91;299;36;3;30;3276;30197;922;7;55;31.12.2024 06:30;google_ads_api
08.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;647;17;269;43;1;337;731;12816;1753;7;61;31.12.2024 06:30;google_ads_api
09.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3015;80;266;44;3;318;352;55965;159;7;85;31.12.2024 06:30;google_ads_api
09.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2741;83;302;37;2;29;3071;20628;672;7;61;31.12.2024 06:30;google_ads_api
09.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;623;15;246;37;0;32;555;0;0;7;49;31.12.2024 06:30;google_ads_api
10.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3110;94;303;45;3;267;423;30423;719;7;53;31.12.2024 06:30;google_ads_api
10.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2815;103;367;33;4;347;3399;67774;1994;8;56;31.12.2024 06:30;google_ads_api
10.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;595;15;246;38;0;328;57;0;0;7;48;31.12.2024 06:30;google_ads_api
11.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3829;110;286;39;4;34;429;45339;1057;7;72;31.12.2024 06:30;google_ads_api
11.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2746;85;31;38;3;34;323;48399;1498;7;82;31.12.2024 06:30;google_ads_api
11.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;770;19;247;4;1;278;76;12595;1657;7;48;31.12.2024 06:30;google_ads_api
12.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;3647;115;316;39;3;266;4485;51483;1148;7;81;31.12.2024 06:30;google_ads_api
12.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2737;90;33;38;3;349;342;28007;819;7;8;31.12.2024 06:30;google_ads_api
12.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;698;18;255;37;0;275;666;0;0;7;69;31.12.2024 06:30;google_ads_api
13.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;2612;83;316;4;3;318;332;23368;704;7;83;31.12.2024 06:30;google_ads_api
13.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2652;93;349;36;3;29;3348;23342;697;8;68;31.12.2024 06:30;google_ads_api
13.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;664;18;268;43;1;324;774;9267;1197;7;61;31.12.2024 06:30;google_ads_api
14.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;2443;76;31;37;3;335;2812;54784;1948;7;72;31.12.2024 06:30;google_ads_api
14.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2503;74;294;39;2;287;2886;19553;678;7;86;31.12.2024 06:30;google_ads_api
14.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;602;15;242;4;0;299;60;0;0;7;63;31.12.2024 06:30;google_ads_api
15.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;desktop;2852;89;313;38;3;30;3382;37984;1123;7;72;31.12.2024 06:30;google_ads_api
15.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;mobile;2597;84;323;37;3;324;3108;29036;934;7;47;31.12.2024 06:30;google_ads_api
15.05.2024;AGA-10022;GGL-317752;CMP-2023;Laufen & Fitness;PHRASE;TARGET_CPA;190;tablet;504;14;275;45;0;323;63;0;0;7;75;31.12.2024 06:30;google_ads_api
15.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;desktop;2188;52;238;41;1;197;2132;18096;849;7;79;31.12.2024 06:30;google_ads_api
15.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;mobile;1875;55;294;35;1;231;1925;15598;81;8;72;31.12.2024 06:30;google_ads_api
15.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;tablet;467;9;20;37;0;215;333;0;0;6;75;31.12.2024 06:30;google_ads_api
16.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;desktop;2381;55;231;36;1;235;198;12985;656;7;78;31.12.2024 06:30;google_ads_api
16.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;mobile;2260;68;299;36;1;22;2448;17269;705;8;82;31.12.2024 06:30;google_ads_api
16.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;tablet;447;9;192;36;0;195;324;0;0;6;77;31.12.2024 06:30;google_ads_api
17.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;desktop;2195;57;261;35;1;209;1995;10474;525;7;76;31.12.2024 06:30;google_ads_api
17.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;mobile;1987;61;307;32;1;209;1952;9617;493;8;81;31.12.2024 06:30;google_ads_api
17.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;tablet;494;11;231;42;0;226;462;0;0;7;83;31.12.2024 06:30;google_ads_api
18.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;desktop;2123;58;272;37;1;212;2146;6257;292;7;81;31.12.2024 06:30;google_ads_api
18.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;mobile;1684;45;267;34;1;214;153;18193;1189;7;63;31.12.2024 06:30;google_ads_api
18.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;tablet;421;9;223;38;0;238;342;0;0;7;5;31.12.2024 06:30;google_ads_api
19.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;desktop;2243;49;22;41;1;205;2009;786;391;7;77;31.12.2024 06:30;google_ads_api
19.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;mobile;1892;58;306;35;1;193;203;14369;708;8;61;31.12.2024 06:30;google_ads_api
19.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;tablet;506;10;207;36;0;189;36;0;0;6;43;31.12.2024 06:30;google_ads_api
20.03.2024;AGA-10023;GGL-317752;CMP-2023;Camping & Wandern;BROAD;MAXIMIZE_CLICKS;;desktop;2111;57;27;4;1;20;228;14274;626;7;53;31.12.2024 06:30;google_ads_api
